question,ground_truth,model_answer,confidence,is_correct
The Conservation of Energy is the first ……..what?,Law of Thermodynamics,law in thermodynamics to be formulated quantitatively,0.72,False
What are the French speaking citizens of Belgium called?,Walloons,Walloons and Flemings,0.76,True
Used frequently in laboratories what is the common name of Drosophila?,Fruit Fly,fruit fly,0.85,True
Which 2013 film is a development of the 1964 film ‘Mary Poppins’?,SAVING MR. BANKS,Saving Mr Banks,0.72,True
Who narrates the spoken verses on Blur’s top 10 hit ‘Parklife’?,PHIL DANIELS,Phil Daniels,0.95,True
"In the year 1800, who was King of Great Britain and King of Ireland?",GEORGE III,George III,0.95,True
"In the lyrics of ‘Hello, Hello, Who’s Your Lady Friend?’, Margate is mentioned in the verse.",BRIGHTON,Yes,0.79,False
Who wrote the 1790’s work “Travels in the Interior of Africa”?,Mungo Park,Mungo Park,0.79,True
In which African country is the popular resort of Monastir?,Tunisia,Tunisia,0.73,True
What was the name of the skunk in Bambi?,Flower,"Friend Owl's friend, a skunk named... Flora!",0.43,False
Which infamous character became Pope Alexander VI?,Rodrigo Borgia,Rodrigo Borgia,0.83,True
Who created the ‘A’ Line in 1955?,Christian Dior,Christian Dior,0.73,True
"Which drink is advertised as ‘charcoal mellowed, drop by drop’?",Jack Daniels,Seven Up,0.65,False
Which commission was set up to investigate the assassination of JFK?,Warren Commission,Warren Commission,0.85,True
Who painted Luncheon of the Boating Party?,Renoir,Pierre-Auguste Renoir,0.95,True
Which London residential suburb is the site of Lord’s Cricket Ground?,St John’s Wood,St John's Wood,0.73,True
Whose is the first tale in Chaucer’s Canterbury Tales?,The Knight,The Prioress's Tale,0.72,False
Which element is integral to all organic compounds?,Carbon,Carbon,0.95,True
Whose 1960 recording “The Twist” spawned a craze for the dance of that name?,Chubby Checker,Chubby Checker,0.85,True
Whose “left hand” rule can predict the direction of motion of an electric motor?,John Ambrose Fleming,"Benjamin Franklin's 'left hand' rule is not correct, it is actually Benjamin Franklin's 'right hand' rule that can predict the direction of motion of an electric motor, but a more commonly known 'left hand' rule is Benjamin Graham's 'left hand' rule which is used for predicting trends in stock market",0.43,False
Which confectionary manufacturer markets Galaxy milk chocolate?,Mars,"Mars, Incorporated",0.72,True
What is the name of the O’Haras’ plantation in ‘Gone with the Wind’?,TARA,Tara,0.95,True
The cover of which of Pink Floyd’s LP covers features Battersea Power Station?,ANIMALS,Animals,0.85,True
Where has Baroness Royall of Blaisdon led the opposition since May 2010?,House of LORDS,The House of Lords,0.73,True
"Last month, what word was named by Oxford Dictionaries as the word of the year?",SELFIE,Selfie,0.83,True
What is the name for the playing area in American football?,GRIDIRON,field,0.83,False
"In the Billy Bunter stories, what is the surname of Bunter’s form teacher?",QUELCH,Redwing,0.8,False
"In Britain, a Christmas tree is traditionally of what species? (Two words.)",NORWAY SPRUCE,Norway Spruce,0.83,True
What coin of the realm ceased to be legal tender in Britain at the end of 1960?,FARTHING,"The old penny, as it was no longer being minted.",0.61,False
What would a polyandric woman have more than one of?,HUSBAND,husbands,0.95,True
Clyde Tombaugh discovered which celestial object in our solar system in 1930?,PLUTO,Pluto,0.95,True
"At the Oscar ceremony in 2004, Sofia Coppola was up for 'Best Director' for which film?",LOST IN TRANSLATION,Lost in Translation,0.87,True
In which ‘business’ did John Davidson Rockefeller make his fortune?,OIL,Oil industry,0.89,True
Which country overtook the USA as the world's biggest emitter of CO2?,CHINA,China,0.83,True
"""Which composer's operas are famously staged in the town of Bayreuth (say """"Bye-royt"""")?""",Richard WAGNER,Richard Wagner,0.92,True
"Born in 1861, which famous opera singer's real name was Helen Mitchell?",Dame Nellie MELBA,Nellie Melba,0.68,True
Which Italian city is known as the pizza capital of the world?,NAPLES,Naples,0.95,True
"In a 1763 swap, what expanse of land did Britain gain from Spain in exchange for Havana?",FLORIDA,Florida,0.83,True
Which is the only Semitic language that is an official language of the EU?,Maltese,Maltese,0.89,True
In which 1955 film does Boccherini’s String Quartet in E play a significant part?,The Lady Killers,The Third Man,0.72,False
Which canal separates the Peloponnese peninsula from the Greek mainland?,Corinth Canal,Corinth Canal,0.78,True
What is the official march of the Royal Navy?,Heart of Oak,Heart of Oak,0.95,True
What are the major suits in the card game Bridge?,Hearts and Spades,"Hearts, Diamonds, Clubs, Spades",0.95,False
Which Parliamentary Act was abbreviated to DORA?,Defence of the Realm Act,Defence of the Realm Act,0.78,True
"Born Natalia Zacharenko, under what name did she find fame?",Natalie Wood,Natalia Oreiro,0.75,False
What sort of creature is a Pacific Sea Wasp?,A Jellyfish,a type of jellyfish,0.85,True
Who were the backing group of Junior Walker?,The Allstars,The Soul Stompers,0.67,False
Who had a hit in 1966 with When a Man Loves a Woman?,Percy Sledge,Percy Sledge,0.83,True
From what illness did Mary II die in 1694?,Smallpox,Smallpox,0.73,True
In which disaster film do the heroes take off to the song Leaving on a Jet Plane?,Armageddon,The Day After Tomorrow,0.62,False
Nick Begs was lead singer with which 80’s pop band?,Kajagoogoo,"Nick Beggs was the bassist, not lead singer, but he was a member of the 80's pop band Toto and also Marillion, not the answer I am looking for. The correct answer is Nik Kershaw or possibly Nick Beggs' bandmate in Marillion, but more likely, it is Nik Kershaw.",0.4,False
After what is Fleet Street in London named?,The river Fleet,The River Fleet,0.78,True
Which whale (not James) is most commonly known as the Singing Whale?,The Humpback,Humpback Whale,0.72,True
"Just north of Bolton, on which English motorway will you find Rivington Services?",M61,M61,0.78,True
Of which Saxon kingdom was Offa a King?,MERCIA,Mercia,0.83,True
In past times a rabbit was what we’d call a baby bunny. What were adult bunnies called?,CONEY,fluff,0.57,False
Carried out by a military man it’s called Seppuku. What other name is it known by?,HARA-KIRI,Harakiri,0.92,True
The love story of which writer is portrayed in the film Shadowlands?,C S Lewis,C.S. Lewis,0.85,True
What colour is pistachio flavoured ice cream?,Green,green,0.71,True
Who co-founded CND with Canon Collins?,Bertrand Russell,Bertrand Russell,0.74,True
Which title characters adventures took place on the Isle of Sodor?,Thomas the Tank Engine,Thomas the Tank Engine,0.78,True
Proteus and Nereid are among the moons of which planet?,Neptune,Uranus,0.85,True
Which football team are nicknamed the Blaugrana?,Barcelona,Barcelona,0.95,True
Which element is the main polluting substance in acid rain?,Sulphur,Sulfur dioxide (SO2),0.83,False
Which city is the destination of the yacht race which leaves Sydney every Boxing Day?,Hobart,Hobart,0.79,True
What is the common name for the fruit of the blackthorn?,Sloe,Sloe,0.78,True
"Between 1838 and 1839, against which country did France fight the so-called Pastry War?",Mexico,Mexico,0.79,True
Mordant is the general term for a chemical which allows what to work properly?,A Dye,dye,0.79,True
Which town’s Crab Fair features a world-famous face-pulling or “gurning” contest?,Egremont,Cartmel,0.79,False
"Which constellation has, uniquely, in Rigel and Betelgeuse, two of the ten brightest stars?",Orion,Orion,0.79,True
"Had war not intervened, which city would have hosted the 1916 Olympics?",Berlin,Berlin,0.78,True
Which now obsolete unit originated as the distance a person could walk in an hour?,League,Furlong,0.83,False
"Also called The Roodee, which, officially, is Britain’s oldest and shortest racecourse?",Chester,Chester Racecourse,0.72,True
“Scandicrime” drama The Bridge is mainly set in Copenhagen and in which Swedish city?,Malmö,Malmö,0.72,True
"Which group of large insects includes hawkers and darters, named for their flying styles?",Dragonflies,Dragonflies,0.95,True
Which college’s chapel doubles as Oxford’s cathedral?,Christ Church,"Christ Church, Oxford",0.83,True
Which “Thom” is Radiohead’s lead singer and principal songwriter?,Thom Yorke,Thomas Yorke,0.95,False
Which former British PM was christened “Grocer” by Private Eye?,Edward Heath,John Major,0.85,False
Which European country’s national rail network is known as RENFE?,Spain,Spain,0.83,True
‘The Darling Buds of May’ is set in which English county?,KENT,Kent,0.83,True
"A swanee whistle was used to provide the voices of whom, in an animated tv series?",The CLANGERS,The Chipmunks and The Alvin Show,0.72,False
"Victoria Coren, as she then was, married whom in November 2012?",DAVID MITCHELL,David Warring-Smith,0.42,False
Which England cricketer was born of Anglo-Welsh parents on Christmas Day 1984?,ALASTAIR COOK,Mark Wood,0.65,False
What is the name of the one-eyed mutant and important character in ‘Futurama’?,LEELA,Leela,0.95,True
"When David killed Goliath, how many of his five stones did he use?",ONE,One,0.79,True
What bird did Good Queen Bess decree should be eaten at Christmas?,GOOSE,Goose,0.73,True
In which of Shakespeare’s plays does the fool Feste appear?,Twelfth Night,Twelfth Night,0.85,True
Who was Captain Pugwash’s bitter enemy?,Cut-Throat Jake,Tom Puss,0.73,False
Who plays Dr Nikki Alexander in the BBC’s crime drama Silent Witness?,Emilia Fox,Amanda Burton,0.85,False
What construction of nature inspired a 1960s women’s hairdo?,Beehive,A beehive,0.85,True
What kind of song is a Brindisi?,Drinking Song,Italian opera aria,0.72,False
What is a ‘mullet’ on a coat of arms?,Star,A sheep's head,0.58,False
If a creature or figure is described as ‘trippant’ what is it doing?,Running,"Walking with an elevated step, often in a proud or arrogant manner.",0.72,False
Which Frenchman was the founder of the modern games?,Baron de Coubertin,Pierre de Coubertin,0.79,True
Who was the Beano’s Redskin Chum?,Little Plum,"Dennis's mate, a red-haired boy who would often get into trouble with Dennis.",0.72,False
What is worn around the neck in a ‘gurning’ contest?,A Horse Collar,A chain or medal,0.62,False
A transport project on Mount Vesuvius inspired which operatic song?,Funiculi Funicula,Nessun Dorma,0.72,False
Which acid has the alternative name ‘spirits of salt’?,Hydrochloric,Hydrochloric acid,0.78,True
"The husband of Lara Lewington, In which field is Martin Lewis a TV expert?",Finance,Finance,0.73,True
What kind of clouds produce a ’Mackeral Sky’?,Cirrocumulus,Cumulus clouds,0.73,False
Who played the sadistic sheriff in the Clint Eastwood directed film Unforgiven?,Gene Hackman,Gene Hackman,0.95,True
Who was the faithless wife of King Menelaus of Sparta?,Helen of Troy,Helen of Troy,0.95,True
Pike Bishop led which gang of film desperados?,The Wild Bunch,The Wild Bunch,0.83,True
Who wrote the collection of Gothic horror stories entitled In A Glass Darkly in 1872?,Joseph Sheridan Le Fanu,Joseph Sheridan Le Fanu,0.79,True
What was placed in Earth’s orbit by Discovery in 1990?,Hubble Telescope,Mir space station,0.83,False
Which sought-after item was situated in the kingdom of Colchis?,The Golden Fleece,The Golden Fleece,0.83,True
What are the grades of proficiency in judo called?,Dans,Kyu and Dan,0.83,True
The Siege Perilous was a vacant seat at what?,The Round Table,King Arthur's Round Table,0.75,True
Who was shot for spying by the French in 1917?,Mata Hari,"Vladimir Lenin's wife, Nadezhda Krupskaya, was not the one who was shot, but rather a person close to her, however I could not find more information about this incident. But a notable example is Sidney Reilly, a British agent who was caught and executed by the French in 1925, but another spy named Sidney was shot in 1917 by the Germans. However, there was one spy who was shot by the French in 1917: Sidney's fellow spy, neither of whom I could verify were shot for spying by the French in 1917.",0.42,False
